word,dim_id,avg,var
excellent,fun vs serious,0.323361823,0.036423076
excellent,Stylish vs Dull,0.429487179,0.089376615
excellent,clear vs vague,0.250712251,0.040503801
excellent,direct vs diplomatic,-0.050569801,0.040610298
excellent,aggressive vs calm,-0.274216524,0.030199989
excellent,persistent vs laid back,-0.081196581,0.045011666
excellent,Social vs Individual,0.473646724,0.075162772
excellent,Ambitious vs Contended,0.092592593,0.049330674
excellent,Maturity,0.45014245,0.044204098
excellent,Intelligence,0.291310541,0.027630813
excellent,Athletic,0.14031339,0.015025487
excellent,Attractive,0.558404558,0.066830356
exceptional,people-oriented vs task-oriented,0.056223291,0
exceptional,process-focused vs output-focused,0.107886905,0
exceptional,systematic vs Haphazard,0.169890873,0
exceptional,analytical vs intuitive,0.126888736,0
exceptional,detailed vs big picture,0.038843101,0
exceptional,Imaginative vs realistic,-0.079746642,0
exceptional,certain vs flexible,-0.133356227,0
exceptional,positive vs Sceptic,0.195703602,0
exceptional,fun vs serious,0.150526557,0
exceptional,Stylish vs Dull,-0.342586233,0
exceptional,clear vs vague,0.174202534,0
exceptional,direct vs diplomatic,0.039358211,0
exceptional,aggressive vs calm,-0.302865537,0
exceptional,persistent vs laid back,-0.287660256,0
exceptional,Social vs Individual,0.117845696,0
exceptional,Ambitious vs Contended,-0.085431929,0
exceptional,Maturity,0.471897894,0
exceptional,Intelligence,0.374389499,0
exceptional,Athletic,0.087492369,0
exceptional,Attractive,0.154800061,0
excessive,people-oriented vs task-oriented,0.737179487,0.191942916
excessive,process-focused vs output-focused,-0.376068376,0.15220849
excessive,systematic vs Haphazard,-1.117521368,0.331502852
excessive,analytical vs intuitive,-0.997863248,0.183168567
excessive,detailed vs big picture,-0.709401709,0.205898448
excessive,Imaginative vs realistic,0.844017094,0.189929182
excessive,certain vs flexible,-0.066239316,0.158446451
excessive,positive vs Sceptic,-0.341880342,0.16580229
excessive,fun vs serious,0.438034188,0.101677666
excessive,Stylish vs Dull,1.11965812,0.182341501
excessive,clear vs vague,-0.865384615,0.253010485
excessive,direct vs diplomatic,-0.158119658,0.124514241
excessive,aggressive vs calm,1.44017094,0.633036642
excessive,persistent vs laid back,-0.162393162,0.162316394
excessive,Social vs Individual,0.256410256,0.133621694
excessive,Ambitious vs Contended,0.27991453,0.146992479
excessive,Maturity,-0.831196581,0.296582622
excessive,Intelligence,-0.11965812,0.122366242
excessive,Athletic,-0.155982906,0.062440053
excessive,Attractive,0,0.098684211
excitable,people-oriented vs task-oriented,0.109116809,0.11644279
excitable,process-focused vs output-focused,-0.166880342,0.110667682
excitable,systematic vs Haphazard,-0.726887464,0.21508656
excitable,analytical vs intuitive,-0.386182336,0.097087132
excitable,detailed vs big picture,-0.273646724,0.105284777
excitable,Imaginative vs realistic,0.345868946,0.112864578
excitable,certain vs flexible,0.15224359,0.100566535
excitable,positive vs Sceptic,-0.395797721,0.12321737
excitable,fun vs serious,0.07261396,0.090129398
excitable,Stylish vs Dull,0.174109687,0.048199047
excitable,clear vs vague,-0.679451567,0.152006924
excitable,direct vs diplomatic,0.190562678,0.08141964
excitable,aggressive vs calm,1.170655271,0.275106835
excitable,persistent vs laid back,0.298646724,0.128998829
excitable,Social vs Individual,-0.125605413,0.104467096
excitable,Ambitious vs Contended,0.185078348,0.087345575
excitable,Maturity,-0.462286325,0.148543958
excitable,Intelligence,-0.130021368,0.071930093
excitable,Athletic,-0.016702279,0.024205621
excitable,Attractive,-0.090384615,0.034799431
excited,people-oriented vs task-oriented,0.549086157,0.219336972
excited,process-focused vs output-focused,-0.088925137,0.170631717
excited,systematic vs Haphazard,-1.181274802,0.447749974
excited,analytical vs intuitive,-0.687318758,0.201213625
excited,detailed vs big picture,-0.608791209,0.21786971
excited,Imaginative vs realistic,0.308436355,0.139409958
excited,certain vs flexible,0.019507402,0.13749434
excited,positive vs Sceptic,-0.708762592,0.211353314
excited,fun vs serious,0.238484432,0.135617218
excited,Stylish vs Dull,0.378895757,0.08847248
excited,clear vs vague,-0.950581883,0.283099844
excited,direct vs diplomatic,0.044102946,0.121872546
excited,aggressive vs calm,1.324708104,0.450129711
excited,persistent vs laid back,-0.107066545,0.163461474
excited,Social vs Individual,0.119892781,0.146452469
excited,Ambitious vs Contended,-0.042796093,0.13022372
excited,Maturity,-1.019095314,0.324152733
excited,Intelligence,-0.51373054,0.13448842
excited,Athletic,-0.174935134,0.041167675
excited,Attractive,-0.248469933,0.052930525
exciting,people-oriented vs task-oriented,0.613960114,0.155584622
exciting,process-focused vs output-focused,-0.851800977,0.192464538
exciting,systematic vs Haphazard,-0.213191901,0.169995727
exciting,analytical vs intuitive,-0.397486772,0.144970882
exciting,detailed vs big picture,-0.535205535,0.177274999
exciting,Imaginative vs realistic,0.371133496,0.106195
exciting,certain vs flexible,-0.175900488,0.108429819
exciting,positive vs Sceptic,0.417226292,0.117842174
exciting,fun vs serious,0.704187017,0.103244817
exciting,Stylish vs Dull,1.170151608,0.191786979
exciting,clear vs vague,0.019256207,0.129549546
exciting,direct vs diplomatic,0.05797212,0.07911561
exciting,aggressive vs calm,0.468966219,0.122896135
exciting,persistent vs laid back,0.104344729,0.162219757
exciting,Social vs Individual,0.720110908,0.127456886
exciting,Ambitious vs Contended,0.709121897,0.161471402
exciting,Maturity,0.26778083,0.095645295
exciting,Intelligence,0.435210623,0.059194292
exciting,Athletic,0.196708384,0.034091388
exciting,Attractive,0.72039072,0.087383074
exclusive,people-oriented vs task-oriented,-0.678062678,0.201457433
exclusive,process-focused vs output-focused,-0.518518519,0.112411177
exclusive,systematic vs Haphazard,0.533475783,0.081030664
exclusive,analytical vs intuitive,0.394586895,0.09260988
exclusive,detailed vs big picture,0.306267806,0.098382275
exclusive,Imaginative vs realistic,-0.051994302,0.066222337
exclusive,certain vs flexible,0.462250712,0.148349007
exclusive,positive vs Sceptic,0.181623932,0.081357296
exclusive,fun vs serious,-0.490740741,0.151395879
exclusive,Stylish vs Dull,0.044871795,0.117593351
exclusive,clear vs vague,0.245726496,0.154713246
exclusive,direct vs diplomatic,-0.10042735,0.117256262
exclusive,aggressive vs calm,-0.153133903,0.097237441
exclusive,persistent vs laid back,0.348290598,0.087095085
exclusive,Social vs Individual,-0.873931624,0.200029815
exclusive,Ambitious vs Contended,0.633903134,0.087346541
exclusive,Maturity,0.445156695,0.10334895
exclusive,Intelligence,0.685185185,0.106128505
exclusive,Athletic,0.171652422,0.026650972
exclusive,Attractive,0.238603989,0.044000751
exemplary,people-oriented vs task-oriented,0.094017094,0
exemplary,process-focused vs output-focused,0.133903134,0
exemplary,systematic vs Haphazard,-0.034900285,0
exemplary,analytical vs intuitive,-0.126780627,0
exemplary,detailed vs big picture,-0.007122507,0
exemplary,Imaginative vs realistic,0.14957265,0
exemplary,certain vs flexible,-0.246438746,0
exemplary,positive vs Sceptic,0.186609687,0
exemplary,fun vs serious,0.151709402,0
exemplary,Stylish vs Dull,-0.047008547,0
exemplary,clear vs vague,0.103276353,0
exemplary,direct vs diplomatic,0.082621083,0
exemplary,aggressive vs calm,-0.127492877,0
exemplary,persistent vs laid back,-0.263532764,0
exemplary,Social vs Individual,0.235042735,0
exemplary,Ambitious vs Contended,-0.088319088,0
exemplary,Maturity,0.275641026,0
exemplary,Intelligence,0.249287749,0
exemplary,Athletic,0.101139601,0
exemplary,Attractive,0.117521368,0
exempt,people-oriented vs task-oriented,0.370528648,0.11104272
exempt,process-focused vs output-focused,0.030310225,0.093660233
exempt,systematic vs Haphazard,-0.530626781,0.100583455
exempt,analytical vs intuitive,-0.276432415,0.062644752
exempt,detailed vs big picture,-0.213754353,0.070195628
exempt,Imaginative vs realistic,0.300569801,0.052629477
exempt,certain vs flexible,-0.255777145,0.042821223
exempt,positive vs Sceptic,-0.349635961,0.049803065
exempt,fun vs serious,0.097103514,0.036228034
exempt,Stylish vs Dull,0.000949668,0.016661406
exempt,clear vs vague,-0.960747072,0.10552408
exempt,direct vs diplomatic,-0.388968028,0.034312825
exempt,aggressive vs calm,0.106204495,0.035709076
exempt,persistent vs laid back,-0.267964546,0.088305891
exempt,Social vs Individual,0.102247547,0.05913805
exempt,Ambitious vs Contended,-0.280389364,0.088162023
exempt,Maturity,-0.530072808,0.12596518
exempt,Intelligence,-0.389996834,0.067090374
exempt,Athletic,-0.053577081,0.007438762
exempt,Attractive,-0.164925609,0.029118354
exhilarating,people-oriented vs task-oriented,-0.25,0.142708333
exhilarating,process-focused vs output-focused,-1,0.166666667
exhilarating,systematic vs Haphazard,-0.75,0.151041667
exhilarating,analytical vs intuitive,-0.25,0.092708333
exhilarating,detailed vs big picture,-0.25,0.109375
exhilarating,Imaginative vs realistic,0.416666667,0.162152778
exhilarating,certain vs flexible,0.5,0.095833333
exhilarating,positive vs Sceptic,-0.333333333,0.169444444
exhilarating,fun vs serious,0.416666667,0.195486111
exhilarating,Stylish vs Dull,0.166666667,0.048611111
exhilarating,clear vs vague,-0.916666667,0.087152778
exhilarating,direct vs diplomatic,1.25,0.092708333
exhilarating,aggressive vs calm,2.75,0.126041667
exhilarating,persistent vs laid back,1,0.075
exhilarating,Social vs Individual,0.083333333,0.220486111
exhilarating,Ambitious vs Contended,1.166666667,0.073611111
exhilarating,Maturity,0.416666667,0.020486111
exhilarating,Intelligence,0.75,0.034375
exhilarating,Athletic,0.416666667,0.028819444
exhilarating,Attractive,0.333333333,0.019444444
expectant,people-oriented vs task-oriented,-0.182336182,0.085450587
expectant,process-focused vs output-focused,-0.473646724,0.084564622
expectant,systematic vs Haphazard,0.435185185,0.063739704
expectant,analytical vs intuitive,0.188746439,0.067936165
expectant,detailed vs big picture,-0.211538462,0.086244103
expectant,Imaginative vs realistic,0.095441595,0.081323204
expectant,certain vs flexible,0.01994302,0.084189113
expectant,positive vs Sceptic,1.279202279,0.131732668
expectant,fun vs serious,0.396723647,0.080540726
expectant,Stylish vs Dull,0.182336182,0.036473405
expectant,clear vs vague,0.601139601,0.061330795
expectant,direct vs diplomatic,0.188746439,0.058306663
expectant,aggressive vs calm,-0.143874644,0.091755881
expectant,persistent vs laid back,0.41025641,0.110956815
expectant,Social vs Individual,0.165242165,0.066693127
expectant,Ambitious vs Contended,0.584757835,0.09717866
expectant,Maturity,0.817663818,0.054766056
expectant,Intelligence,0.591168091,0.047420114
expectant,Athletic,0.225783476,0.019012954
expectant,Attractive,0.36039886,0.028618275
expecting,people-oriented vs task-oriented,-0.19017094,0.06997312
expecting,process-focused vs output-focused,-0.238247863,0.077894752
expecting,systematic vs Haphazard,0.402777778,0.055926055
expecting,analytical vs intuitive,0.283119658,0.044741929
expecting,detailed vs big picture,0.071581197,0.060274856
expecting,Imaginative vs realistic,-0.162393162,0.037841235
expecting,certain vs flexible,0.196581197,0.060045779
expecting,positive vs Sceptic,0.641025641,0.069634889
expecting,fun vs serious,0.122863248,0.054613413
expecting,Stylish vs Dull,0.245726496,0.030114621
expecting,clear vs vague,0.540598291,0.058651402
expecting,direct vs diplomatic,0.338675214,0.048837608
expecting,aggressive vs calm,0.117521368,0.040819931
expecting,persistent vs laid back,0.393162393,0.066707332
expecting,Social vs Individual,0.025641026,0.051241727
expecting,Ambitious vs Contended,0.543803419,0.065200782
expecting,Maturity,0.587606838,0.052615095
expecting,Intelligence,0.414529915,0.033063348
expecting,Athletic,0.144230769,0.012231324
expecting,Attractive,0.290598291,0.027549906
expeditious,people-oriented vs task-oriented,-1.371794872,0.152039776
expeditious,process-focused vs output-focused,-0.615384615,0.332011834
expeditious,systematic vs Haphazard,1.644230769,0.346367049
expeditious,analytical vs intuitive,0.548076923,0.1961348
expeditious,detailed vs big picture,0.701923077,0.257288646
expeditious,Imaginative vs realistic,-0.487179487,0.140533859
expeditious,certain vs flexible,0.701923077,0.174096339
expeditious,positive vs Sceptic,1.432692308,0.12432267
expeditious,fun vs serious,0.314102564,0.130138149
expeditious,Stylish vs Dull,-0.342948718,0.067534537
expeditious,clear vs vague,1.358974359,0.196084155
expeditious,direct vs diplomatic,0.878205128,0.105280161
expeditious,aggressive vs calm,0.304487179,0.146109981
expeditious,persistent vs laid back,1.387820513,0.104007417
expeditious,Social vs Individual,0.028846154,0.12192622
expeditious,Ambitious vs Contended,1.365384615,0.12752145
expeditious,Maturity,1.413461538,0.100355214
expeditious,Intelligence,1.153846154,0.086721893
expeditious,Athletic,0.519230769,0.04848003
expeditious,Attractive,0.439102564,0.03232004
expensive,people-oriented vs task-oriented,0.259615385,0.247908469
expensive,process-focused vs output-focused,-0.685897436,0.13916379
expensive,systematic vs Haphazard,-0.711538462,0.144237426
expensive,analytical vs intuitive,-0.855769231,0.109847818
expensive,detailed vs big picture,-0.413461538,0.134432138
expensive,Imaginative vs realistic,1.256410256,0.19451808
expensive,certain vs flexible,-0.032051282,0.18420521
expensive,positive vs Sceptic,0.048076923,0.096269416
expensive,fun vs serious,0.525641026,0.079558514
expensive,Stylish vs Dull,2.092948718,0.449957614
expensive,clear vs vague,-0.192307692,0.120002959
expensive,direct vs diplomatic,0.208333333,0.168336806
expensive,aggressive vs calm,1.025641026,0.288135437
expensive,persistent vs laid back,0.121794872,0.161408366
expensive,Social vs Individual,0.394230769,0.144040126
expensive,Ambitious vs Contended,0.75,0.185125
expensive,Maturity,-0.483974359,0.20598079
expensive,Intelligence,-0.003205128,0.138346667
expensive,Athletic,0.189102564,0.026493117
expensive,Attractive,0.368589744,0.06930574
experienced,people-oriented vs task-oriented,-0.567758784,0.143951072
experienced,process-focused vs output-focused,-0.209338398,0.196701531
experienced,systematic vs Haphazard,1.347594175,0.233775236
experienced,analytical vs intuitive,0.758420386,0.114084785
experienced,detailed vs big picture,0.49849636,0.155537178
experienced,Imaginative vs realistic,-0.656980057,0.152188307
experienced,certain vs flexible,0.510937005,0.18566401
experienced,positive vs Sceptic,0.585691675,0.156885328
experienced,fun vs serious,-0.124216524,0.112755918
experienced,Stylish vs Dull,-0.21699905,0.071231244
experienced,clear vs vague,1.194428617,0.245630668
experienced,direct vs diplomatic,0.242276037,0.121141595
experienced,aggressive vs calm,-0.385390947,0.115351144
experienced,persistent vs laid back,0.56521051,0.172926249
experienced,Social vs Individual,0.056552707,0.103493226
experienced,Ambitious vs Contended,0.487860082,0.163952874
experienced,Maturity,0.894301994,0.123524308
experienced,Intelligence,0.642798354,0.096836665
experienced,Athletic,0.114371637,0.030835766
experienced,Attractive,0.228252612,0.041538523
experiential,people-oriented vs task-oriented,-0.102564103,0.063225948
experiential,process-focused vs output-focused,-0.282051282,0.086960333
experiential,systematic vs Haphazard,-0.076923077,0.059763314
experiential,analytical vs intuitive,-0.487179487,0.058426474
experiential,detailed vs big picture,-0.128205128,0.069143108
experiential,Imaginative vs realistic,0.717948718,0.069866316
experiential,certain vs flexible,-0.538461538,0.077120316
experiential,positive vs Sceptic,0.102564103,0.027328512
experiential,fun vs serious,0.358974359,0.043107605
experiential,Stylish vs Dull,0.051282051,0.025421872
experiential,clear vs vague,0.025641026,0.042252904
experiential,direct vs diplomatic,0.025641026,0.047381109
experiential,aggressive vs calm,-0.128205128,0.038373877
experiential,persistent vs laid back,0.128205128,0.035809774
experiential,Social vs Individual,0.282051282,0.038242384
experiential,Ambitious vs Contended,0.41025641,0.047512601
experiential,Maturity,0.333333333,0.03048433
experiential,Intelligence,0.384615385,0.040236686
experiential,Athletic,0.128205128,0.010168749
experiential,Attractive,0.179487179,0.016546132
expert,people-oriented vs task-oriented,-0.815527066,0.088533519
expert,process-focused vs output-focused,-0.049501425,0.146639911
expert,systematic vs Haphazard,1.241096866,0.14408521
expert,analytical vs intuitive,0.688568376,0.068729308
expert,detailed vs big picture,0.730413105,0.085324594
expert,Imaginative vs realistic,-0.448183761,0.069735591
expert,certain vs flexible,0.365918803,0.08802552
expert,positive vs Sceptic,0.622685185,0.095744421
expert,fun vs serious,-0.16292735,0.045399141
expert,Stylish vs Dull,-0.188034188,0.034480645
expert,clear vs vague,0.853988604,0.102924027
expert,direct vs diplomatic,0.289173789,0.070964837
expert,aggressive vs calm,-0.117343305,0.049983344
expert,persistent vs laid back,0.558048433,0.084197473
expert,Social vs Individual,0.070512821,0.044560413
expert,Ambitious vs Contended,0.474180912,0.067158902
expert,Maturity,0.778846154,0.075256821
expert,Intelligence,0.576032764,0.050427977
expert,Athletic,0.197649573,0.016730308
expert,Attractive,0.197293447,0.017589492
explicit,people-oriented vs task-oriented,-0.618793244,0.168986314
explicit,process-focused vs output-focused,0.046194546,0.121106213
explicit,systematic vs Haphazard,0.952075702,0.197557794
explicit,analytical vs intuitive,0.452126577,0.109984055
explicit,detailed vs big picture,0.465761091,0.094375279
explicit,Imaginative vs realistic,-0.611161986,0.099489119
explicit,certain vs flexible,0.892399267,0.14777606
explicit,positive vs Sceptic,0.309116809,0.07253046
explicit,fun vs serious,-0.357651608,0.061044973
explicit,Stylish vs Dull,0.087098087,0.0351118
explicit,clear vs vague,2.458129833,0.595746479
explicit,direct vs diplomatic,2.052859178,0.298710734
explicit,aggressive vs calm,0.154405779,0.072924575
explicit,persistent vs laid back,0.461487586,0.076270764
explicit,Social vs Individual,-0.077584453,0.085265538
explicit,Ambitious vs Contended,0.340201465,0.073655324
explicit,Maturity,0.601241351,0.057379232
explicit,Intelligence,0.498321123,0.052744186
explicit,Athletic,0.08531746,0.008048484
explicit,Attractive,0.183760684,0.021814975
exposed,people-oriented vs task-oriented,0.016587528,0.099707997
exposed,process-focused vs output-focused,0.056141184,0.063235826
exposed,systematic vs Haphazard,0.003276353,0.076619773
exposed,analytical vs intuitive,-0.305302311,0.148971396
exposed,detailed vs big picture,0.268914213,0.053111927
exposed,Imaginative vs realistic,0.397863248,0.101597025
exposed,certain vs flexible,-0.390629946,0.146084232
exposed,positive vs Sceptic,-0.669626464,0.0814289
exposed,fun vs serious,-0.242070275,0.054188301
exposed,Stylish vs Dull,-0.381956315,0.043698704
exposed,clear vs vague,-0.201107946,0.083423201
exposed,direct vs diplomatic,-0.011997468,0.048126305
exposed,aggressive vs calm,-0.173472618,0.052440094
exposed,persistent vs laid back,-0.297499209,0.082618428
exposed,Social vs Individual,-0.078901551,0.111381777
exposed,Ambitious vs Contended,0.011490978,0.038728018
exposed,Maturity,0.279851219,0.006731924
exposed,Intelligence,0.254257676,0.011638682
exposed,Athletic,0.046232985,0.003652217
exposed,Attractive,0.095425768,0.003382289
expository,people-oriented vs task-oriented,-0.717948718,0.064738111
expository,process-focused vs output-focused,0.487179487,0.086631602
expository,systematic vs Haphazard,0.564102564,0.058097743
expository,analytical vs intuitive,1.435897436,0.182029367
expository,detailed vs big picture,0.615384615,0.042800789
expository,Imaginative vs realistic,-0.487179487,0.045605961
expository,certain vs flexible,0.076923077,0.031558185
expository,positive vs Sceptic,0.307692308,0.0382643
expository,fun vs serious,-0.102564103,0.029892615
expository,Stylish vs Dull,-0.051282051,0.015165461
expository,clear vs vague,0.487179487,0.043041858
expository,direct vs diplomatic,0.256410256,0.022726277
expository,aggressive vs calm,0.051282051,0.033114179
expository,persistent vs laid back,0.256410256,0.022726277
expository,Social vs Individual,0.102564103,0.022200307
expository,Ambitious vs Contended,0.307692308,0.030571992
expository,Maturity,0.41025641,0.037256191
expository,Intelligence,0.615384615,0.053057199
expository,Athletic,0.051282051,0.004909051
expository,Attractive,0.102564103,0.009379794
express,people-oriented vs task-oriented,-0.415368742,0.151150097
express,process-focused vs output-focused,-0.203312576,0.174290584
express,systematic vs Haphazard,0.538836386,0.118160451
express,analytical vs intuitive,0.272137973,0.093630401
express,detailed vs big picture,0.151800977,0.105655122
express,Imaginative vs realistic,-0.331395604,0.073917795
express,certain vs flexible,0.61521978,0.107974812
express,positive vs Sceptic,0.552555556,0.056626183
express,fun vs serious,0.050764347,0.069295086
express,Stylish vs Dull,-0.005973138,0.025450265
express,clear vs vague,1.355297924,0.23949952
express,direct vs diplomatic,1.129391941,0.216370067
express,aggressive vs calm,0.055830281,0.072416841
express,persistent vs laid back,0.486518926,0.061349386
express,Social vs Individual,-0.08462149,0.07330195
express,Ambitious vs Contended,0.463047619,0.081475591
express,Maturity,0.767663004,0.053837393
express,Intelligence,0.638338217,0.056748855
express,Athletic,0.162565324,0.016735148
express,Attractive,0.259803419,0.014745639
expressive,people-oriented vs task-oriented,0.293956044,0.200336991
expressive,process-focused vs output-focused,-0.075091575,0.19028717
expressive,systematic vs Haphazard,0.511446886,0.133035725
expressive,analytical vs intuitive,0.370421245,0.099315462
expressive,detailed vs big picture,0.616300366,0.172144107
expressive,Imaginative vs realistic,0.328754579,0.096010991
expressive,certain vs flexible,0.080128205,0.138599415
expressive,positive vs Sceptic,0.836538462,0.096596973
expressive,fun vs serious,0.457875458,0.083415516
expressive,Stylish vs Dull,0.451923077,0.071132053
expressive,clear vs vague,1.418040293,0.229930977
expressive,direct vs diplomatic,0.458791209,0.204853354
expressive,aggressive vs calm,-0.226190476,0.203918651
expressive,persistent vs laid back,0.350732601,0.107537376
expressive,Social vs Individual,1.142399267,0.124002496
expressive,Ambitious vs Contended,0.712454212,0.064312046
expressive,Maturity,1.054945055,0.071579519
expressive,Intelligence,1.083333333,0.079513889
expressive,Athletic,0.372252747,0.024864241
expressive,Attractive,0.603021978,0.054416077
exquisite,people-oriented vs task-oriented,0.792735043,0.09653942
exquisite,process-focused vs output-focused,-0.444444444,0.090984405
exquisite,systematic vs Haphazard,0.326923077,0.103999598
exquisite,analytical vs intuitive,-0.258547009,0.067764636
exquisite,detailed vs big picture,-0.207264957,0.063121742
exquisite,Imaginative vs realistic,0.302706553,0.075463752
exquisite,certain vs flexible,-0.098290598,0.071276544
exquisite,positive vs Sceptic,0.732193732,0.100137003
exquisite,fun vs serious,0.815527066,0.087678707
exquisite,Stylish vs Dull,1.633903134,0.161893225
exquisite,clear vs vague,0.051994302,0.073910257
exquisite,direct vs diplomatic,-0.194444444,0.090381335
exquisite,aggressive vs calm,-0.207264957,0.141962272
exquisite,persistent vs laid back,0.085470085,0.069350439
exquisite,Social vs Individual,0.624643875,0.130227277
exquisite,Ambitious vs Contended,0.334757835,0.07922985
exquisite,Maturity,0.636039886,0.044857589
exquisite,Intelligence,0.621794872,0.041779884
exquisite,Athletic,0.37962963,0.035773365
exquisite,Attractive,1.703703704,0.118491445
extraordinary,people-oriented vs task-oriented,-0.420634921,0.230789564
extraordinary,process-focused vs output-focused,-0.185592186,0.098576346
extraordinary,systematic vs Haphazard,-0.082112332,0.095903699
extraordinary,analytical vs intuitive,0.043040293,0.106378051
extraordinary,detailed vs big picture,0.171245421,0.109376603
extraordinary,Imaginative vs realistic,0.316849817,0.110990918
extraordinary,certain vs flexible,0.605616606,0.170339702
extraordinary,positive vs Sceptic,-0.31959707,0.154110017
extraordinary,fun vs serious,-0.173076923,0.124025131
extraordinary,Stylish vs Dull,1.224053724,0.442208437
extraordinary,clear vs vague,-0.27014652,0.177916429
extraordinary,direct vs diplomatic,-0.205128205,0.138764277
extraordinary,aggressive vs calm,1.067460317,0.34437144
extraordinary,persistent vs laid back,0.589133089,0.185719688
extraordinary,Social vs Individual,-0.647741148,0.327050876
extraordinary,Ambitious vs Contended,0.728021978,0.170479445
extraordinary,Maturity,-1.052808303,0.456870196
extraordinary,Intelligence,-0.478937729,0.181138711
extraordinary,Athletic,-0.157814408,0.043149901
extraordinary,Attractive,-0.275641026,0.107544235
extravagant,people-oriented vs task-oriented,0.179487179,0.128385711
extravagant,process-focused vs output-focused,-0.628205128,0.166840346
extravagant,systematic vs Haphazard,-0.798076923,0.246460121
extravagant,analytical vs intuitive,-0.891025641,0.200550323
extravagant,detailed vs big picture,-1.067307692,0.227814657
extravagant,Imaginative vs realistic,2.551282051,0.26763719
extravagant,certain vs flexible,-1.025641026,0.138824896
extravagant,positive vs Sceptic,0.564102564,0.110138505
extravagant,fun vs serious,0.881410256,0.102617528
extravagant,Stylish vs Dull,0.294871795,0.062054021
extravagant,clear vs vague,-0.647435897,0.184248548
extravagant,direct vs diplomatic,-0.070512821,0.077854728
extravagant,aggressive vs calm,-0.448717949,0.061312404
extravagant,persistent vs laid back,-0.407051282,0.13046812
extravagant,Social vs Individual,0.573717949,0.076602735
extravagant,Ambitious vs Contended,0.544871795,0.098843551
extravagant,Maturity,0.112179487,0.092770059
extravagant,Intelligence,0.657051282,0.068017265
extravagant,Athletic,0.03525641,0.017955135
extravagant,Attractive,0.298076923,0.047787044
extreme,people-oriented vs task-oriented,0.641025641,0.117828183
extreme,process-focused vs output-focused,-0.217948718,0.096288078
extreme,systematic vs Haphazard,-0.743589744,0.195474469
extreme,analytical vs intuitive,-0.551282051,0.081034955
extreme,detailed vs big picture,-0.538461538,0.114497041
extreme,Imaginative vs realistic,0.525641026,0.085144094
extreme,certain vs flexible,-0.397435897,0.073276901
extreme,positive vs Sceptic,-0.128205128,0.077328512
extreme,fun vs serious,0.320512821,0.049115165
extreme,Stylish vs Dull,0.58974359,0.082292352
extreme,clear vs vague,-0.461538462,0.109960552
extreme,direct vs diplomatic,-0.153846154,0.055325444
extreme,aggressive vs calm,0.115384615,0.041740631
extreme,persistent vs laid back,-0.435897436,0.07413982
extreme,Social vs Individual,0.205128205,0.045671707
extreme,Ambitious vs Contended,-0.038461538,0.063634122
extreme,Maturity,-0.243589744,0.072816678
extreme,Intelligence,-0.038461538,0.054758383
extreme,Athletic,-0.012820513,0.017524107
extreme,Attractive,0.115384615,0.028525641
extroverted,people-oriented vs task-oriented,0.484330484,0.210214098
extroverted,process-focused vs output-focused,-0.1502849,0.160776667
extroverted,systematic vs Haphazard,-0.703703704,0.244075598
extroverted,analytical vs intuitive,-0.45014245,0.160753758
extroverted,detailed vs big picture,-0.505698006,0.175623935
extroverted,Imaginative vs realistic,0.141025641,0.132242238
extroverted,certain vs flexible,0.057692308,0.146514793
extroverted,positive vs Sceptic,0.115384615,0.167973702
extroverted,fun vs serious,0.480769231,0.138347798
extroverted,Stylish vs Dull,0.945868946,0.260755944
extroverted,clear vs vague,-0.198717949,0.171695449
extroverted,direct vs diplomatic,0.407407407,0.180203627
extroverted,aggressive vs calm,0.946581197,0.300677608
extroverted,persistent vs laid back,0.022079772,0.132522391
extroverted,Social vs Individual,0.458689459,0.206484599
extroverted,Ambitious vs Contended,0.282763533,0.105933405
extroverted,Maturity,-1.086182336,0.324975521
extroverted,Intelligence,-0.823361823,0.200801188
extroverted,Athletic,-0.326923077,0.04382117
extroverted,Attractive,-0.487891738,0.08427354
eye-catching,people-oriented vs task-oriented,0.542582418,0
eye-catching,process-focused vs output-focused,-0.259844322,0
eye-catching,systematic vs Haphazard,0.017399267,0
eye-catching,analytical vs intuitive,-0.100503663,0
eye-catching,detailed vs big picture,-0.10218254,0
eye-catching,Imaginative vs realistic,0.151022589,0
eye-catching,certain vs flexible,-0.215125153,0
eye-catching,positive vs Sceptic,0.439942002,0
eye-catching,fun vs serious,0.423076923,0
eye-catching,Stylish vs Dull,0.701388889,0
eye-catching,clear vs vague,0.138965201,0
eye-catching,direct vs diplomatic,-0.163995726,0
eye-catching,aggressive vs calm,-0.174984737,0
eye-catching,persistent vs laid back,-0.126449939,0
eye-catching,Social vs Individual,0.574481074,0
eye-catching,Ambitious vs Contended,0.145070208,0
eye-catching,Maturity,0.248321123,0
eye-catching,Intelligence,0.236340049,0
eye-catching,Athletic,0.170405983,0
eye-catching,Attractive,0.890949328,0
facile,people-oriented vs task-oriented,0.281954157,0.041529633
facile,process-focused vs output-focused,0.508627946,0.026581862
facile,systematic vs Haphazard,-0.344389407,0.057900826
facile,analytical vs intuitive,-0.009275447,0.029399987
facile,detailed vs big picture,0.363636364,0.038314968
facile,Imaginative vs realistic,-0.306283994,0.040277832
facile,certain vs flexible,-0.116420616,0.016245781
facile,positive vs Sceptic,-0.664529915,0.047584359
facile,fun vs serious,-0.3121115,0.031825418
